Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,IsCancelled,DayOfWeek,Hour
520561,22030,SWALLOWS GREETING CARD,12,2010-08-26T16:46:00.000+02:00,0.42,14769,United Kingdom,5.04,false,Thursday,16
570127,21110,LARGE CAKE TOWEL PINK SPOTS,24,2011-10-07T13:17:00.000+02:00,1.95,16900,United Kingdom,46.8,false,Friday,13
494481,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-01-14T16:24:00.000+02:00,1.65,17850,United Kingdom,16.5,false,Thursday,16
569900,23313,VINTAGE CHRISTMAS BUNTING,10,2011-10-06T16:17:00.000+02:00,4.95,17651,United Kingdom,49.5,false,Thursday,16
560272,22467,GUMBALL COAT RACK,12,2011-07-17T14:56:00.000+02:00,2.55,12691,France,30.599999999999998,false,Sunday,14
576924,22617,BAKING SET SPACEBOY DESIGN,6,2011-11-17T10:53:00.000+02:00,4.95,17419,United Kingdom,29.700000000000003,false,Thursday,10
562456,21136,PAINTED METAL PEARS ASSORTED,8,2011-08-05T10:39:00.000+02:00,1.69,15194,United Kingdom,13.52,false,Friday,10
504138,21313,GLASS HEART T-LIGHT HOLDER,12,2010-04-11T12:32:00.000+02:00,0.85,14275,United Kingdom,10.2,false,Sunday,12
570720,22615,PACK OF 12 CIRCUS PARADE TISSUES,48,2011-10-12T10:50:00.000+02:00,0.29,17934,United Kingdom,13.919999999999998,false,Wednesday,10
513189,22476,EMPIRE UNION JACK TV DINNER TRAY,3,2010-06-22T14:19:00.000+03:00,4.95,16105,United Kingdom,14.850000000000001,false,Tuesday,14
554827,22482,BLUE TEA TOWEL CLASSIC DESIGN,96,2011-05-26T15:19:00.000+02:00,1.06,14646,Netherlands,101.76,false,Thursday,15
543454,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-02-08T12:20:00.000+02:00,4.95,14527,United Kingdom,4.95,false,Tuesday,12
570211,22791,T-LIGHT GLASS FLUTED ANTIQUE,2,2011-10-09T11:15:00.000+02:00,1.25,13558,United Kingdom,2.5,false,Sunday,11
560277,22782,SET 3 WICKER STORAGE BASKETS,1,2011-07-17T15:24:00.000+02:00,24.95,15467,United Kingdom,24.95,false,Sunday,15
521152,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-09-02T13:38:00.000+02:00,4.95,17243,United Kingdom,4.95,false,Thursday,13
554307,23284,DOORMAT KEEP CALM AND COME IN,30,2011-05-23T14:59:00.000+02:00,6.75,12989,United Kingdom,202.5,false,Monday,14
535265,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-11-25T13:30:00.000+02:00,3.75,13381,United Kingdom,30.0,false,Thursday,13
572676,22730,ALARM CLOCK BAKELIKE IVORY,8,2011-10-25T13:30:00.000+02:00,3.75,16258,United Kingdom,30.0,false,Tuesday,13
581436,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2011-12-08T16:18:00.000+02:00,1.25,17491,United Kingdom,30.0,false,Thursday,16
551351,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-04-28T10:20:00.000+02:00,1.06,14298,United Kingdom,25.44,false,Thursday,10
529832,21587,COSY HOUR GIANT TUBE MATCHES,24,2010-10-31T12:22:00.000+02:00,2.55,14848,United Kingdom,61.199999999999996,false,Sunday,12
539089,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,2010-12-16T09:46:00.000+02:00,1.25,15246,United Kingdom,15.0,false,Thursday,9
C539059,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-2,2010-12-15T16:43:00.000+02:00,3.95,14829,United Kingdom,-7.9,true,Wednesday,16
554415,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-05-24T12:10:00.000+02:00,9.95,18202,United Kingdom,19.9,false,Tuesday,12
514461,20675,BLUE SPOTTY BOWL,2,2010-07-02T12:41:00.000+03:00,1.25,17841,United Kingdom,2.5,false,Friday,12
534822,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2010-11-24T12:54:00.000+02:00,2.25,12970,United Kingdom,2.25,false,Wednesday,12
500353,46126A,ELVIS WALLHANGING / CURTAIN,20,2010-03-07T15:25:00.000+02:00,1.25,12668,Germany,25.0,false,Sunday,15
526118,22863,SOAP DISH BROCANTE,1,2010-10-08T13:23:00.000+02:00,2.95,12924,United Kingdom,2.95,false,Friday,13
497031,21949,SET OF 6 STRAWBERRY CHOPSTICKS,18,2010-02-05T13:38:00.000+02:00,1.25,12835,United Kingdom,22.5,false,Friday,13
523513,22029,SPACEBOY BIRTHDAY CARD,12,2010-09-22T12:38:00.000+03:00,0.36,17850,United Kingdom,4.32,false,Wednesday,12
506840,21843,RED RETROSPOT CAKE STAND,6,2010-05-04T13:59:00.000+03:00,10.95,12725,Italy,65.69999999999999,false,Tuesday,13
533583,85099C,JUMBO  BAG BAROQUE BLACK WHITE,60,2010-11-18T11:40:00.000+02:00,1.95,14405,United Kingdom,117.0,false,Thursday,11
537196,20671,BLUE TEATIME PRINT BOWL,2,2010-12-05T13:55:00.000+02:00,1.25,15426,United Kingdom,2.5,false,Sunday,13
578024,21481,FAWN BLUE HOT WATER BOTTLE,12,2011-11-22T13:27:00.000+02:00,3.75,12705,Germany,45.0,false,Tuesday,13
499496,22122,SET OF 2 FANCY FONT TEA TOWELS,10,2010-02-28T14:17:00.000+02:00,2.95,17373,United Kingdom,29.5,false,Sunday,14
570127,22980,PANTRY SCRUBBING BRUSH,6,2011-10-07T13:17:00.000+02:00,1.65,16900,United Kingdom,9.899999999999999,false,Friday,13
577022,23210,WHITE ROCKING HORSE HAND PAINTED,6,2011-11-17T12:42:00.000+02:00,1.25,13668,United Kingdom,7.5,false,Thursday,12
576521,23439,HAND WARMER RED LOVE HEART,24,2011-11-15T12:34:00.000+02:00,2.1,18259,United Kingdom,50.400000000000006,false,Tuesday,12
531437,22079,RIBBON REEL HEARTS DESIGN,10,2010-11-08T12:20:00.000+02:00,1.65,13377,United Kingdom,16.5,false,Monday,12
574591,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-11-06T10:47:00.000+02:00,2.95,15745,United Kingdom,17.700000000000003,false,Sunday,10
564324,23309,SET OF 60 I LOVE LONDON CAKE CASES,120,2011-08-24T13:26:00.000+02:00,0.42,13694,United Kingdom,50.4,false,Wednesday,13
C530971,22138,BAKING SET 9 PIECE RETROSPOT,-24,2010-11-05T09:37:00.000+02:00,4.25,12770,Japan,-102.0,true,Friday,9
531481,22672,FRENCH BATHROOM SIGN BLUE METAL,3,2010-11-08T14:29:00.000+02:00,1.65,17975,United Kingdom,4.949999999999999,false,Monday,14
567344,21090,SET/6 COLLAGE PAPER PLATES,24,2011-09-19T15:49:00.000+02:00,0.39,13704,United Kingdom,9.36,false,Monday,15
548807,22499,WOODEN UNION JACK BUNTING,3,2011-04-04T12:54:00.000+02:00,5.95,16422,United Kingdom,17.85,false,Monday,12
565478,20727,LUNCH BAG  BLACK SKULL.,2,2011-09-05T11:18:00.000+02:00,1.65,15005,United Kingdom,3.3,false,Monday,11
538849,22203,MILK PAN RED RETROSPOT,2,2010-12-14T13:31:00.000+02:00,3.75,14415,United Kingdom,7.5,false,Tuesday,13
574700,22118,JOY WOODEN BLOCK LETTERS,2,2011-11-06T13:53:00.000+02:00,4.95,16033,United Kingdom,9.9,false,Sunday,13
504427,22553,PLASTERS IN TIN SKULLS,1,2010-04-13T13:21:00.000+02:00,1.65,14030,United Kingdom,1.65,false,Tuesday,13
551963,23298,SPOTTY BUNTING,6,2011-05-05T12:52:00.000+02:00,4.95,13266,United Kingdom,29.700000000000003,false,Thursday,12
569693,90201D,GREEN ENAMEL FLOWER RING,1,2011-10-05T15:18:00.000+02:00,2.95,17837,United Kingdom,2.95,false,Wednesday,15
491720,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-13T16:04:00.000+02:00,0.95,17910,United Kingdom,0.95,false,Sunday,16
520047,22551,PLASTERS IN TIN SPACEBOY,1,2010-08-23T14:41:00.000+02:00,1.65,15325,United Kingdom,1.65,false,Monday,14
570672,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,2011-10-11T14:52:00.000+02:00,0.39,12536,France,9.36,false,Tuesday,14
523351,72741,GRAND CHOCOLATECANDLE,9,2010-09-21T16:37:00.000+03:00,1.25,17850,United Kingdom,11.25,false,Tuesday,16
496315,20669,RED HEART LUGGAGE TAG,2,2010-01-31T12:18:00.000+02:00,1.25,12748,United Kingdom,2.5,false,Sunday,12
534387,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-11-22T12:57:00.000+02:00,0.55,12649,Germany,13.200000000000001,false,Monday,12
574882,15056BL,EDWARDIAN PARASOL BLACK,2,2011-11-07T13:45:00.000+02:00,5.95,13599,United Kingdom,11.9,false,Monday,13
536324,22630,DOLLY GIRL LUNCH BOX,128,2010-11-30T16:25:00.000+02:00,1.65,14646,Netherlands,211.2,false,Tuesday,16
543132,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-02-03T15:27:00.000+02:00,4.25,15235,United Kingdom,17.0,false,Thursday,15
573093,23508,MINI PLAYING CARDS DOLLY GIRL,1,2011-10-27T14:38:00.000+02:00,0.42,18283,United Kingdom,0.42,false,Thursday,14
564363,22711,WRAP CIRCUS PARADE,25,2011-08-24T16:23:00.000+02:00,0.42,15434,United Kingdom,10.5,false,Wednesday,16
560824,22755,SMALL PURPLE BABUSHKA NOTEBOOK,4,2011-07-21T11:23:00.000+02:00,0.85,17935,United Kingdom,3.4,false,Thursday,11
491634,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,2,2009-12-11T15:40:00.000+02:00,1.25,17841,United Kingdom,2.5,false,Friday,15
C526736,21527,RED RETROSPOT TRADITIONAL TEAPOT,-1,2010-10-12T17:59:00.000+02:00,7.95,15596,United Kingdom,-7.95,true,Tuesday,17
516537,21212,PACK OF 72 RETRO SPOT CAKE CASES,72,2010-07-21T11:39:00.000+03:00,0.55,13795,United Kingdom,39.6,false,Wednesday,11
491210,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2009-12-10T14:20:00.000+02:00,2.55,15367,United Kingdom,15.299999999999999,false,Thursday,14
563172,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-08-12T13:15:00.000+02:00,0.83,12399,Belgium,13.28,false,Friday,13
536863,22382,LUNCH BAG SPACEBOY DESIGN,1,2010-12-03T11:19:00.000+02:00,1.65,17967,United Kingdom,1.65,false,Friday,11
C522718,21314,SMALL GLASS HEART TRINKET POT,-3,2010-09-16T12:04:00.000+03:00,2.1,16218,United Kingdom,-6.300000000000001,true,Thursday,12
578846,22546,MINI JIGSAW PURDEY,6,2011-11-25T17:27:00.000+02:00,0.42,17757,United Kingdom,2.52,false,Friday,17
563557,22083,PAPER CHAIN KIT RETROSPOT,12,2011-08-17T13:33:00.000+02:00,2.95,15786,United Kingdom,35.400000000000006,false,Wednesday,13
573999,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,2011-11-02T11:43:00.000+02:00,1.49,12779,Poland,17.88,false,Wednesday,11
563580,21874,GIN AND TONIC MUG,1,2011-08-17T15:53:00.000+02:00,1.25,16706,United Kingdom,1.25,false,Wednesday,15
525920,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-10-07T16:33:00.000+02:00,7.95,16350,United Kingdom,15.9,false,Thursday,16
555930,84971S,SMALL HEART FLOWERS HOOK,24,2011-06-08T08:26:00.000+02:00,0.85,14745,United Kingdom,20.4,false,Wednesday,8
496201,90161D,ANT COPPER PINK BOUDICCA BRACELET,1,2010-01-29T12:35:00.000+02:00,2.5,15898,United Kingdom,2.5,false,Friday,12
564353,22302,COFFEE MUG PEARS  DESIGN,6,2011-08-24T15:08:00.000+02:00,2.55,15764,United Kingdom,15.299999999999999,false,Wednesday,15
502113,22583,PACK OF 6 HANDBAG GIFT BOXES,2,2010-03-23T11:01:00.000+02:00,2.55,15998,United Kingdom,5.1,false,Tuesday,11
570211,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-10-09T11:15:00.000+02:00,0.85,13558,United Kingdom,0.85,false,Sunday,11
537852,21817,GLITTER CHRISTMAS TREE,36,2010-12-08T15:56:00.000+02:00,0.85,17340,United Kingdom,30.599999999999998,false,Wednesday,15
502669,22055,MINI CAKE STAND  HANGING STRAWBERY,32,2010-03-26T08:51:00.000+02:00,1.45,15523,United Kingdom,46.4,false,Friday,8
528629,20973,12 PENCIL SMALL TUBE WOODLAND,24,2010-10-24T11:18:00.000+02:00,0.65,13654,United Kingdom,15.600000000000001,false,Sunday,11
544074,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-02-15T14:49:00.000+02:00,2.95,14156,EIRE,5.9,false,Tuesday,14
540458,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-01-07T12:28:00.000+02:00,2.1,12501,Germany,12.600000000000001,false,Friday,12
552273,21915,RED  HARMONICA IN BOX,12,2011-05-08T12:26:00.000+02:00,1.25,13021,United Kingdom,15.0,false,Sunday,12
508467,20727,LUNCH BAG  BLACK SKULL.,1,2010-05-16T10:44:00.000+03:00,1.65,13561,United Kingdom,1.65,false,Sunday,10
572465,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-10-24T13:26:00.000+02:00,2.95,14474,United Kingdom,17.700000000000003,false,Monday,13
530510,21804,WHITE CHRISTMAS GARLAND STARS TREES,6,2010-11-03T12:11:00.000+02:00,3.75,15281,United Kingdom,22.5,false,Wednesday,12
548739,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2,2011-04-04T11:28:00.000+02:00,2.95,15493,United Kingdom,5.9,false,Monday,11
533326,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-11-16T17:44:00.000+02:00,1.69,14192,United Kingdom,27.04,false,Tuesday,17
575972,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,4,2011-11-13T13:01:00.000+02:00,0.85,14499,United Kingdom,3.4,false,Sunday,13
578335,85014B,RED RETROSPOT UMBRELLA,3,2011-11-24T09:06:00.000+02:00,5.95,17481,United Kingdom,17.85,false,Thursday,9
575141,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-11-08T15:35:00.000+02:00,1.25,15615,United Kingdom,10.0,false,Tuesday,15
562560,22426,ENAMEL WASH BOWL CREAM,4,2011-08-05T17:12:00.000+02:00,3.75,14156,EIRE,15.0,false,Friday,17
525709,21063,PARTY INVITES JAZZ HEARTS,2,2010-10-06T13:44:00.000+02:00,0.85,13554,United Kingdom,1.7,false,Wednesday,13
577355,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-11-18T15:53:00.000+02:00,0.42,14911,EIRE,5.04,false,Friday,15
507233,21967,PACK OF 12 SKULL TISSUES,48,2010-05-07T08:50:00.000+03:00,0.29,14316,United Kingdom,13.919999999999998,false,Friday,8
574039,21989,PACK OF 20 SKULL PAPER NAPKINS,8,2011-11-02T12:57:00.000+02:00,0.85,17800,United Kingdom,6.8,false,Wednesday,12
549755,22629,SPACEBOY LUNCH BOX,24,2011-04-12T11:34:00.000+02:00,1.95,16843,United Kingdom,46.8,false,Tuesday,11
548500,21498,RED RETROSPOT WRAP,25,2011-03-31T13:49:00.000+02:00,0.42,17071,United Kingdom,10.5,false,Thursday,13
562451,84078A,SET/4 WHITE RETRO STORAGE CUBES,1,2011-08-05T09:25:00.000+02:00,39.95,15110,United Kingdom,39.95,false,Friday,9
552057,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-06T10:34:00.000+02:00,7.95,17504,United Kingdom,15.9,false,Friday,10
509871,22378,WALL TIDY RETROSPOT,5,2010-05-26T11:03:00.000+03:00,2.1,14025,United Kingdom,10.5,false,Wednesday,11
570879,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,2011-10-13T08:42:00.000+02:00,3.75,12685,France,30.0,false,Thursday,8
579170,22200,FRYING PAN PINK POLKADOT,1,2011-11-28T14:26:00.000+02:00,4.25,17811,United Kingdom,4.25,false,Monday,14
578326,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-11-23T17:45:00.000+02:00,3.25,16343,United Kingdom,19.5,false,Wednesday,17
508616,22100,SKULLS SQUARE TISSUE BOX,2,2010-05-17T13:29:00.000+03:00,1.25,16918,United Kingdom,2.5,false,Monday,13
523448,22379,RECYCLING BAG RETROSPOT,10,2010-09-22T11:19:00.000+03:00,2.1,12578,Italy,21.0,false,Wednesday,11
570672,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,6,2011-10-11T14:52:00.000+02:00,2.1,12536,France,12.600000000000001,false,Tuesday,14
525407,85049E,SCANDINAVIAN REDS RIBBONS,24,2010-10-05T12:18:00.000+02:00,1.25,15358,United Kingdom,30.0,false,Tuesday,12
539266,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-16T15:07:00.000+02:00,2.95,17068,United Kingdom,17.700000000000003,false,Thursday,15
517549,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1,2010-07-29T17:30:00.000+03:00,3.75,16782,United Kingdom,3.75,false,Thursday,17
499460,37500,TEA TIME TEAPOT IN GIFT BOX,2,2010-02-28T11:14:00.000+02:00,9.95,15149,United Kingdom,19.9,false,Sunday,11
521656,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2010-09-07T14:04:00.000+02:00,0.25,16221,United Kingdom,6.0,false,Tuesday,14
541973,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,24,2011-01-24T14:01:00.000+02:00,0.85,16730,United Kingdom,20.4,false,Monday,14
527451,20685,DOORMAT RED RETROSPOT,2,2010-10-18T10:02:00.000+02:00,7.95,13957,United Kingdom,15.9,false,Monday,10
574090,23356,LOVE HOT WATER BOTTLE,3,2011-11-03T09:17:00.000+02:00,5.95,17442,United Kingdom,17.85,false,Thursday,9
509460,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-05-24T10:44:00.000+03:00,0.65,12759,Netherlands,7.800000000000001,false,Monday,10
569046,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-09-30T10:48:00.000+02:00,6.95,14422,United Kingdom,83.4,false,Friday,10
532188,22571,ROCKING HORSE RED CHRISTMAS,12,2010-11-11T12:26:00.000+02:00,0.85,17423,United Kingdom,10.2,false,Thursday,12
553476,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-05-17T11:41:00.000+02:00,0.42,14221,United Kingdom,10.5,false,Tuesday,11
531776,21820,GLITTER HEART GARLAND WITH BELLS,6,2010-11-09T14:42:00.000+02:00,3.75,14911,EIRE,22.5,false,Tuesday,14
549997,22698,PINK REGENCY TEACUP AND SAUCER,24,2011-04-14T08:46:00.000+02:00,2.55,15189,United Kingdom,61.199999999999996,false,Thursday,8
511442,22514,CHILDS GARDEN SPADE BLUE,1,2010-06-08T12:16:00.000+03:00,2.1,17190,United Kingdom,2.1,false,Tuesday,12
493812,16161P,WRAP ENGLISH ROSE,25,2010-01-07T11:52:00.000+02:00,0.42,13081,United Kingdom,10.5,false,Thursday,11
574240,20713,JUMBO BAG OWLS,2,2011-11-03T12:45:00.000+02:00,2.08,15998,United Kingdom,4.16,false,Thursday,12
534447,22768,FAMILY PHOTO FRAME CORNICE,4,2010-11-22T15:45:00.000+02:00,9.95,12949,United Kingdom,39.8,false,Monday,15
499056,21286,RETRO SPOT CANDLE  LARGE,12,2010-02-24T13:46:00.000+02:00,2.55,13765,United Kingdom,30.599999999999998,false,Wednesday,13
491633,21984,PACK OF 12 PINK PAISLEY TISSUES,12,2009-12-11T15:37:00.000+02:00,0.29,17958,United Kingdom,3.4799999999999995,false,Friday,15
528405,21777,RECIPE BOX WITH METAL HEART,2,2010-10-22T09:06:00.000+02:00,7.95,16777,United Kingdom,15.9,false,Friday,9
535957,22467,GUMBALL COAT RACK,6,2010-11-29T12:26:00.000+02:00,2.55,13510,United Kingdom,15.299999999999999,false,Monday,12
569248,21914,BLUE HARMONICA IN BOX,12,2011-10-03T10:09:00.000+02:00,1.25,12886,United Kingdom,15.0,false,Monday,10
558077,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-06-26T10:59:00.000+02:00,0.85,13408,United Kingdom,10.2,false,Sunday,10
522750,21181,PLEASE ONE PERSON METAL SIGN,12,2010-09-16T13:28:00.000+03:00,2.1,16646,United Kingdom,25.200000000000003,false,Thursday,13
529161,22090,PAPER BUNTING RETROSPOT,6,2010-10-26T17:23:00.000+02:00,2.95,15390,Canada,17.700000000000003,false,Tuesday,17
517161,22457,NATURAL SLATE HEART CHALKBOARD,6,2010-07-27T10:51:00.000+03:00,2.95,12853,United Kingdom,17.700000000000003,false,Tuesday,10
514370,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-07-02T08:28:00.000+03:00,1.65,14693,United Kingdom,19.799999999999997,false,Friday,8
527277,90214T,"\"LETTER \"\"T\"\" BLING KEY RING\"",12,2010-10-15T13:21:00.000+02:00,1.25,16779,United Kingdom,15.0,false,Friday,13
524380,84510C,SET OF 4 POLKADOT COASTERS,2,2010-09-28T17:47:00.000+03:00,1.25,12964,United Kingdom,2.5,false,Tuesday,17
513440,21239,PINK  SPOTTY CUP,1,2010-06-24T14:34:00.000+03:00,0.85,14583,United Kingdom,0.85,false,Thursday,14
494359,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2010-01-13T15:24:00.000+02:00,1.25,17962,United Kingdom,1.25,false,Wednesday,15
501427,21094,SET/6 RED SPOTTY PAPER PLATES,2,2010-03-16T12:34:00.000+02:00,0.85,14467,United Kingdom,1.7,false,Tuesday,12
537369,21584,RETROSPOT SMALL TUBE MATCHES,2,2010-12-06T12:41:00.000+02:00,1.65,17860,United Kingdom,3.3,false,Monday,12
492705,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2009-12-17T19:42:00.000+02:00,1.25,14702,United Kingdom,22.5,false,Thursday,19
522113,22216,T-LIGHT HOLDER WHITE LACE,48,2010-09-12T15:38:00.000+03:00,0.85,17021,United Kingdom,40.8,false,Sunday,15
501853,16235,RECYCLED PENCIL WITH RABBIT ERASER,5,2010-03-21T11:07:00.000+02:00,0.21,16782,United Kingdom,1.05,false,Sunday,11
537034,21726,MULTI HEARTS  STICKERS,12,2010-12-03T17:20:00.000+02:00,0.85,13081,United Kingdom,10.2,false,Friday,17
573359,22996,TRAVEL CARD WALLET VINTAGE TICKET,3,2011-10-30T12:48:00.000+02:00,0.42,14178,United Kingdom,1.26,false,Sunday,12
506003,22189,CREAM HEART CARD HOLDER,36,2010-04-27T11:15:00.000+02:00,3.39,16652,United Kingdom,122.04,false,Tuesday,11
526208,22738,RIBBON REEL SNOWY VILLAGE,3,2010-10-10T13:38:00.000+02:00,1.65,15418,United Kingdom,4.949999999999999,false,Sunday,13
545044,47590B,PINK HAPPY BIRTHDAY BUNTING,9,2011-02-27T11:31:00.000+02:00,5.45,15738,United Kingdom,49.050000000000004,false,Sunday,11
576148,22595,GINGHAM HEART DECORATION,36,2011-11-14T10:50:00.000+02:00,0.85,15671,United Kingdom,30.599999999999998,false,Monday,10
