Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,IsCancelled,DayOfWeek,Hour
560277,22782,SET 3 WICKER STORAGE BASKETS ,1,2011-07-17 15:24:00,24.95,15467,United Kingdom,24.95,False,Sunday,15
521152,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-09-02 13:38:00,4.95,17243,United Kingdom,4.95,False,Thursday,13
554307,23284,DOORMAT KEEP CALM AND COME IN,30,2011-05-23 14:59:00,6.75,12989,United Kingdom,202.5,False,Monday,14
535265,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-11-25 13:30:00,3.75,13381,United Kingdom,30.0,False,Thursday,13
572676,22730,ALARM CLOCK BAKELIKE IVORY,8,2011-10-25 13:30:00,3.75,16258,United Kingdom,30.0,False,Tuesday,13
581436,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2011-12-08 16:18:00,1.25,17491,United Kingdom,30.0,False,Thursday,16
551351,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-04-28 10:20:00,1.06,14298,United Kingdom,25.44,False,Thursday,10
529832,21587,COSY HOUR GIANT TUBE MATCHES,24,2010-10-31 12:22:00,2.55,14848,United Kingdom,61.199999999999996,False,Sunday,12
539089,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-16 09:46:00,1.25,15246,United Kingdom,15.0,False,Thursday,9
C539059,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-2,2010-12-15 16:43:00,3.95,14829,United Kingdom,-7.9,True,Wednesday,16
554415,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-05-24 12:10:00,9.95,18202,United Kingdom,19.9,False,Tuesday,12
514461,20675,BLUE SPOTTY BOWL,2,2010-07-02 12:41:00,1.25,17841,United Kingdom,2.5,False,Friday,12
534822,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2010-11-24 12:54:00,2.25,12970,United Kingdom,2.25,False,Wednesday,12
500353,46126A,ELVIS WALLHANGING / CURTAIN,20,2010-03-07 15:25:00,1.25,12668,Germany,25.0,False,Sunday,15
526118,22863,SOAP DISH BROCANTE,1,2010-10-08 13:23:00,2.95,12924,United Kingdom,2.95,False,Friday,13
497031,21949,SET OF 6 STRAWBERRY CHOPSTICKS,18,2010-02-05 13:38:00,1.25,12835,United Kingdom,22.5,False,Friday,13
523513,22029,SPACEBOY BIRTHDAY CARD,12,2010-09-22 12:38:00,0.36,17850,United Kingdom,4.32,False,Wednesday,12
506840,21843,RED RETROSPOT CAKE STAND,6,2010-05-04 13:59:00,10.95,12725,Italy,65.69999999999999,False,Tuesday,13
533583,85099C,JUMBO  BAG BAROQUE BLACK WHITE,60,2010-11-18 11:40:00,1.95,14405,United Kingdom,117.0,False,Thursday,11
537196,20671,BLUE TEATIME PRINT BOWL ,2,2010-12-05 13:55:00,1.25,15426,United Kingdom,2.5,False,Sunday,13
578024,21481,FAWN BLUE HOT WATER BOTTLE,12,2011-11-22 13:27:00,3.75,12705,Germany,45.0,False,Tuesday,13
499496,22122,SET OF 2 FANCY FONT TEA TOWELS,10,2010-02-28 14:17:00,2.95,17373,United Kingdom,29.5,False,Sunday,14
570127,22980,PANTRY SCRUBBING BRUSH,6,2011-10-07 13:17:00,1.65,16900,United Kingdom,9.899999999999999,False,Friday,13
577022,23210,WHITE ROCKING HORSE HAND PAINTED,6,2011-11-17 12:42:00,1.25,13668,United Kingdom,7.5,False,Thursday,12
576521,23439,HAND WARMER RED LOVE HEART,24,2011-11-15 12:34:00,2.1,18259,United Kingdom,50.400000000000006,False,Tuesday,12
531437,22079,RIBBON REEL HEARTS DESIGN ,10,2010-11-08 12:20:00,1.65,13377,United Kingdom,16.5,False,Monday,12
574591,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-11-06 10:47:00,2.95,15745,United Kingdom,17.700000000000003,False,Sunday,10
564324,23309,SET OF 60 I LOVE LONDON CAKE CASES ,120,2011-08-24 13:26:00,0.42,13694,United Kingdom,50.4,False,Wednesday,13
C530971,22138,BAKING SET 9 PIECE RETROSPOT ,-24,2010-11-05 09:37:00,4.25,12770,Japan,-102.0,True,Friday,9
531481,22672,FRENCH BATHROOM SIGN BLUE METAL,3,2010-11-08 14:29:00,1.65,17975,United Kingdom,4.949999999999999,False,Monday,14
567344,21090,SET/6 COLLAGE PAPER PLATES,24,2011-09-19 15:49:00,0.39,13704,United Kingdom,9.36,False,Monday,15
548807,22499,WOODEN UNION JACK BUNTING,3,2011-04-04 12:54:00,5.95,16422,United Kingdom,17.85,False,Monday,12
565478,20727,LUNCH BAG  BLACK SKULL.,2,2011-09-05 11:18:00,1.65,15005,United Kingdom,3.3,False,Monday,11
538849,22203,MILK PAN RED RETROSPOT,2,2010-12-14 13:31:00,3.75,14415,United Kingdom,7.5,False,Tuesday,13
574700,22118,JOY WOODEN BLOCK LETTERS,2,2011-11-06 13:53:00,4.95,16033,United Kingdom,9.9,False,Sunday,13
504427,22553,PLASTERS IN TIN SKULLS,1,2010-04-13 13:21:00,1.65,14030,United Kingdom,1.65,False,Tuesday,13
551963,23298,SPOTTY BUNTING,6,2011-05-05 12:52:00,4.95,13266,United Kingdom,29.700000000000003,False,Thursday,12
569693,90201D,GREEN ENAMEL FLOWER RING,1,2011-10-05 15:18:00,2.95,17837,United Kingdom,2.95,False,Wednesday,15
491720,21034,REX CASH+CARRY JUMBO SHOPPER,1,2009-12-13 16:04:00,0.95,17910,United Kingdom,0.95,False,Sunday,16
520047,22551,PLASTERS IN TIN SPACEBOY,1,2010-08-23 14:41:00,1.65,15325,United Kingdom,1.65,False,Monday,14
570672,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,2011-10-11 14:52:00,0.39,12536,France,9.36,False,Tuesday,14
523351,72741,GRAND CHOCOLATECANDLE,9,2010-09-21 16:37:00,1.25,17850,United Kingdom,11.25,False,Tuesday,16
496315,20669,RED HEART LUGGAGE TAG,2,2010-01-31 12:18:00,1.25,12748,United Kingdom,2.5,False,Sunday,12
534387,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-11-22 12:57:00,0.55,12649,Germany,13.200000000000001,False,Monday,12
574882,15056BL,EDWARDIAN PARASOL BLACK,2,2011-11-07 13:45:00,5.95,13599,United Kingdom,11.9,False,Monday,13
536324,22630,DOLLY GIRL LUNCH BOX,128,2010-11-30 16:25:00,1.65,14646,Netherlands,211.2,False,Tuesday,16
543132,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-02-03 15:27:00,4.25,15235,United Kingdom,17.0,False,Thursday,15
573093,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2011-10-27 14:38:00,0.42,18283,United Kingdom,0.42,False,Thursday,14
564363,22711,WRAP CIRCUS PARADE,25,2011-08-24 16:23:00,0.42,15434,United Kingdom,10.5,False,Wednesday,16
560824,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,4,2011-07-21 11:23:00,0.85,17935,United Kingdom,3.4,False,Thursday,11
491634,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,2009-12-11 15:40:00,1.25,17841,United Kingdom,2.5,False,Friday,15
C526736,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-10-12 17:59:00,7.95,15596,United Kingdom,-7.95,True,Tuesday,17
516537,21212,PACK OF 72 RETRO SPOT CAKE CASES,72,2010-07-21 11:39:00,0.55,13795,United Kingdom,39.6,False,Wednesday,11
491210,22276,WASH BAG VINTAGE ROSE PAISLEY,6,2009-12-10 14:20:00,2.55,15367,United Kingdom,15.299999999999999,False,Thursday,14
563172,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-08-12 13:15:00,0.83,12399,Belgium,13.28,False,Friday,13
536863,22382,LUNCH BAG SPACEBOY DESIGN ,1,2010-12-03 11:19:00,1.65,17967,United Kingdom,1.65,False,Friday,11
C522718,21314,SMALL GLASS HEART TRINKET POT,-3,2010-09-16 12:04:00,2.1,16218,United Kingdom,-6.300000000000001,True,Thursday,12
578846,22546,MINI JIGSAW PURDEY,6,2011-11-25 17:27:00,0.42,17757,United Kingdom,2.52,False,Friday,17
563557,22083,PAPER CHAIN KIT RETROSPOT,12,2011-08-17 13:33:00,2.95,15786,United Kingdom,35.400000000000006,False,Wednesday,13
573999,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,2011-11-02 11:43:00,1.49,12779,Poland,17.88,False,Wednesday,11
563580,21874,GIN AND TONIC MUG,1,2011-08-17 15:53:00,1.25,16706,United Kingdom,1.25,False,Wednesday,15
525920,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-10-07 16:33:00,7.95,16350,United Kingdom,15.9,False,Thursday,16
555930,84971S,SMALL HEART FLOWERS HOOK ,24,2011-06-08 08:26:00,0.85,14745,United Kingdom,20.4,False,Wednesday,8
496201,90161D,ANT COPPER PINK BOUDICCA BRACELET,1,2010-01-29 12:35:00,2.5,15898,United Kingdom,2.5,False,Friday,12
564353,22302,COFFEE MUG PEARS  DESIGN,6,2011-08-24 15:08:00,2.55,15764,United Kingdom,15.299999999999999,False,Wednesday,15
502113,22583,PACK OF 6 HANDBAG GIFT BOXES,2,2010-03-23 11:01:00,2.55,15998,United Kingdom,5.1,False,Tuesday,11
570211,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-10-09 11:15:00,0.85,13558,United Kingdom,0.85,False,Sunday,11
537852,21817,GLITTER CHRISTMAS TREE,36,2010-12-08 15:56:00,0.85,17340,United Kingdom,30.599999999999998,False,Wednesday,15
502669,22055,MINI CAKE STAND  HANGING STRAWBERY,32,2010-03-26 08:51:00,1.45,15523,United Kingdom,46.4,False,Friday,8
528629,20973,12 PENCIL SMALL TUBE WOODLAND,24,2010-10-24 11:18:00,0.65,13654,United Kingdom,15.600000000000001,False,Sunday,11
544074,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-02-15 14:49:00,2.95,14156,EIRE,5.9,False,Tuesday,14
540458,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-01-07 12:28:00,2.1,12501,Germany,12.600000000000001,False,Friday,12
552273,21915,RED  HARMONICA IN BOX ,12,2011-05-08 12:26:00,1.25,13021,United Kingdom,15.0,False,Sunday,12
508467,20727,LUNCH BAG  BLACK SKULL.,1,2010-05-16 10:44:00,1.65,13561,United Kingdom,1.65,False,Sunday,10
572465,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-10-24 13:26:00,2.95,14474,United Kingdom,17.700000000000003,False,Monday,13
530510,21804,WHITE CHRISTMAS GARLAND STARS TREES,6,2010-11-03 12:11:00,3.75,15281,United Kingdom,22.5,False,Wednesday,12
548739,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2,2011-04-04 11:28:00,2.95,15493,United Kingdom,5.9,False,Monday,11
533326,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-11-16 17:44:00,1.69,14192,United Kingdom,27.04,False,Tuesday,17
575972,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,4,2011-11-13 13:01:00,0.85,14499,United Kingdom,3.4,False,Sunday,13
578335,85014B,RED RETROSPOT UMBRELLA,3,2011-11-24 09:06:00,5.95,17481,United Kingdom,17.85,False,Thursday,9
575141,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-11-08 15:35:00,1.25,15615,United Kingdom,10.0,False,Tuesday,15
562560,22426,ENAMEL WASH BOWL CREAM,4,2011-08-05 17:12:00,3.75,14156,EIRE,15.0,False,Friday,17
525709,21063,PARTY INVITES JAZZ HEARTS,2,2010-10-06 13:44:00,0.85,13554,United Kingdom,1.7,False,Wednesday,13
577355,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-11-18 15:53:00,0.42,14911,EIRE,5.04,False,Friday,15
507233,21967,PACK OF 12 SKULL TISSUES,48,2010-05-07 08:50:00,0.29,14316,United Kingdom,13.919999999999998,False,Friday,8
574039,21989,PACK OF 20 SKULL PAPER NAPKINS,8,2011-11-02 12:57:00,0.85,17800,United Kingdom,6.8,False,Wednesday,12
549755,22629,SPACEBOY LUNCH BOX ,24,2011-04-12 11:34:00,1.95,16843,United Kingdom,46.8,False,Tuesday,11
548500,21498,RED RETROSPOT WRAP ,25,2011-03-31 13:49:00,0.42,17071,United Kingdom,10.5,False,Thursday,13
562451,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-08-05 09:25:00,39.95,15110,United Kingdom,39.95,False,Friday,9
552057,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-06 10:34:00,7.95,17504,United Kingdom,15.9,False,Friday,10
509871,22378,WALL TIDY RETROSPOT ,5,2010-05-26 11:03:00,2.1,14025,United Kingdom,10.5,False,Wednesday,11
570879,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,2011-10-13 08:42:00,3.75,12685,France,30.0,False,Thursday,8
579170,22200,FRYING PAN PINK POLKADOT,1,2011-11-28 14:26:00,4.25,17811,United Kingdom,4.25,False,Monday,14
578326,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-11-23 17:45:00,3.25,16343,United Kingdom,19.5,False,Wednesday,17
508616,22100,SKULLS SQUARE TISSUE BOX,2,2010-05-17 13:29:00,1.25,16918,United Kingdom,2.5,False,Monday,13
523448,22379,RECYCLING BAG RETROSPOT ,10,2010-09-22 11:19:00,2.1,12578,Italy,21.0,False,Wednesday,11
570672,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,6,2011-10-11 14:52:00,2.1,12536,France,12.600000000000001,False,Tuesday,14
525407,85049E,SCANDINAVIAN REDS RIBBONS,24,2010-10-05 12:18:00,1.25,15358,United Kingdom,30.0,False,Tuesday,12
539266,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-16 15:07:00,2.95,17068,United Kingdom,17.700000000000003,False,Thursday,15
517549,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1,2010-07-29 17:30:00,3.75,16782,United Kingdom,3.75,False,Thursday,17
499460,37500,TEA TIME TEAPOT IN GIFT BOX,2,2010-02-28 11:14:00,9.95,15149,United Kingdom,19.9,False,Sunday,11
521656,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2010-09-07 14:04:00,0.25,16221,United Kingdom,6.0,False,Tuesday,14
541973,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,24,2011-01-24 14:01:00,0.85,16730,United Kingdom,20.4,False,Monday,14
527451,20685,DOORMAT RED RETROSPOT,2,2010-10-18 10:02:00,7.95,13957,United Kingdom,15.9,False,Monday,10
574090,23356,LOVE HOT WATER BOTTLE,3,2011-11-03 09:17:00,5.95,17442,United Kingdom,17.85,False,Thursday,9
509460,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-05-24 10:44:00,0.65,12759,Netherlands,7.800000000000001,False,Monday,10
569046,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-09-30 10:48:00,6.95,14422,United Kingdom,83.4,False,Friday,10
532188,22571,ROCKING HORSE RED CHRISTMAS ,12,2010-11-11 12:26:00,0.85,17423,United Kingdom,10.2,False,Thursday,12
553476,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-05-17 11:41:00,0.42,14221,United Kingdom,10.5,False,Tuesday,11
531776,21820,GLITTER HEART GARLAND WITH BELLS ,6,2010-11-09 14:42:00,3.75,14911,EIRE,22.5,False,Tuesday,14
549997,22698,PINK REGENCY TEACUP AND SAUCER,24,2011-04-14 08:46:00,2.55,15189,United Kingdom,61.199999999999996,False,Thursday,8
511442,22514,CHILDS GARDEN SPADE BLUE,1,2010-06-08 12:16:00,2.1,17190,United Kingdom,2.1,False,Tuesday,12
493812,16161P,WRAP ENGLISH ROSE ,25,2010-01-07 11:52:00,0.42,13081,United Kingdom,10.5,False,Thursday,11
574240,20713,JUMBO BAG OWLS,2,2011-11-03 12:45:00,2.08,15998,United Kingdom,4.16,False,Thursday,12
534447,22768,FAMILY PHOTO FRAME CORNICE,4,2010-11-22 15:45:00,9.95,12949,United Kingdom,39.8,False,Monday,15
499056,21286,RETRO SPOT CANDLE  LARGE,12,2010-02-24 13:46:00,2.55,13765,United Kingdom,30.599999999999998,False,Wednesday,13
491633,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,2009-12-11 15:37:00,0.29,17958,United Kingdom,3.4799999999999995,False,Friday,15
528405,21777,RECIPE BOX WITH METAL HEART,2,2010-10-22 09:06:00,7.95,16777,United Kingdom,15.9,False,Friday,9
535957,22467,GUMBALL COAT RACK,6,2010-11-29 12:26:00,2.55,13510,United Kingdom,15.299999999999999,False,Monday,12
569248,21914,BLUE HARMONICA IN BOX ,12,2011-10-03 10:09:00,1.25,12886,United Kingdom,15.0,False,Monday,10
558077,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-06-26 10:59:00,0.85,13408,United Kingdom,10.2,False,Sunday,10
522750,21181,PLEASE ONE PERSON METAL SIGN,12,2010-09-16 13:28:00,2.1,16646,United Kingdom,25.200000000000003,False,Thursday,13
529161,22090,PAPER BUNTING RETROSPOT,6,2010-10-26 17:23:00,2.95,15390,Canada,17.700000000000003,False,Tuesday,17
517161,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-07-27 10:51:00,2.95,12853,United Kingdom,17.700000000000003,False,Tuesday,10
514370,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-07-02 08:28:00,1.65,14693,United Kingdom,19.799999999999997,False,Friday,8
527277,90214T,"LETTER ""T"" BLING KEY RING",12,2010-10-15 13:21:00,1.25,16779,United Kingdom,15.0,False,Friday,13
524380,84510C,SET OF 4 POLKADOT COASTERS,2,2010-09-28 17:47:00,1.25,12964,United Kingdom,2.5,False,Tuesday,17
513440,21239,PINK  SPOTTY CUP,1,2010-06-24 14:34:00,0.85,14583,United Kingdom,0.85,False,Thursday,14
494359,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2010-01-13 15:24:00,1.25,17962,United Kingdom,1.25,False,Wednesday,15
501427,21094,SET/6 RED SPOTTY PAPER PLATES,2,2010-03-16 12:34:00,0.85,14467,United Kingdom,1.7,False,Tuesday,12
537369,21584,RETROSPOT SMALL TUBE MATCHES,2,2010-12-06 12:41:00,1.65,17860,United Kingdom,3.3,False,Monday,12
492705,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2009-12-17 19:42:00,1.25,14702,United Kingdom,22.5,False,Thursday,19
522113,22216,T-LIGHT HOLDER WHITE LACE,48,2010-09-12 15:38:00,0.85,17021,United Kingdom,40.8,False,Sunday,15
501853,16235,RECYCLED PENCIL WITH RABBIT ERASER,5,2010-03-21 11:07:00,0.21,16782,United Kingdom,1.05,False,Sunday,11
537034,21726,MULTI HEARTS  STICKERS,12,2010-12-03 17:20:00,0.85,13081,United Kingdom,10.2,False,Friday,17
573359,22996,TRAVEL CARD WALLET VINTAGE TICKET,3,2011-10-30 12:48:00,0.42,14178,United Kingdom,1.26,False,Sunday,12
506003,22189,CREAM HEART CARD HOLDER,36,2010-04-27 11:15:00,3.39,16652,United Kingdom,122.04,False,Tuesday,11
526208,22738,RIBBON REEL SNOWY VILLAGE,3,2010-10-10 13:38:00,1.65,15418,United Kingdom,4.949999999999999,False,Sunday,13
545044,47590B,PINK HAPPY BIRTHDAY BUNTING,9,2011-02-27 11:31:00,5.45,15738,United Kingdom,49.050000000000004,False,Sunday,11
576148,22595,GINGHAM HEART DECORATION,36,2011-11-14 10:50:00,0.85,15671,United Kingdom,30.599999999999998,False,Monday,10
535369,22444,GROW YOUR OWN PLANT IN A CAN ,24,2010-11-25 18:04:00,1.25,15712,United Kingdom,30.0,False,Thursday,18
535084,22576,SWALLOW WOODEN CHRISTMAS DECORATION,4,2010-11-25 09:46:00,0.85,14796,United Kingdom,3.4,False,Thursday,9
568207,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-09-25 15:34:00,1.45,15150,United Kingdom,17.4,False,Sunday,15
555124,21121,SET/10 RED POLKADOT PARTY CANDLES,5,2011-05-31 15:26:00,1.25,18204,United Kingdom,6.25,False,Tuesday,15
510507,22440,BALLOON WATER BOMB PACK OF 35,10,2010-06-01 12:45:00,0.42,16884,United Kingdom,4.2,False,Tuesday,12
580695,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-12-05 16:03:00,2.08,13230,United Kingdom,4.16,False,Monday,16
559697,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-07-11 17:03:00,2.95,15577,United Kingdom,17.700000000000003,False,Monday,17
572217,21530,DAIRY MAID TOASTRACK,2,2011-10-21 13:03:00,0.79,15311,United Kingdom,1.58,False,Friday,13
568896,22727,ALARM CLOCK BAKELIKE RED ,1,2011-09-29 13:13:00,3.75,16361,United Kingdom,3.75,False,Thursday,13
549054,22073,RED RETROSPOT STORAGE JAR,4,2011-04-06 10:21:00,3.75,17719,United Kingdom,15.0,False,Wednesday,10
537370,22570,FELTCRAFT CUSHION RABBIT,5,2010-12-06 12:44:00,3.75,13155,United Kingdom,18.75,False,Monday,12
536162,84992,72 SWEETHEART FAIRY CAKE CASES,28,2010-11-30 12:07:00,0.42,15939,United Kingdom,11.76,False,Tuesday,12
516593,22383,LUNCH BAG SUKI  DESIGN ,10,2010-07-21 13:59:00,1.65,17469,United Kingdom,16.5,False,Wednesday,13
540060,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-01-04 14:40:00,4.65,14732,United Kingdom,18.6,False,Tuesday,14
500014,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-03-04 10:29:00,1.95,15622,United Kingdom,19.5,False,Thursday,10
496994,22412,METAL SIGN NEIGHBOURHOOD WITCH ,72,2010-02-05 11:32:00,1.85,13694,United Kingdom,133.20000000000002,False,Friday,11
